binomial,TaxonID,group,family,area
Hologerrhum philippinum,R06416,snake,Natricidae,106562.92907320
Homalophis doriae,R05162,snake,Homalopsidae,60090.09085641
Homalophis gyii,R05163,snake,Homalopsidae,19.98232966
Homalopsis buccata,R05164,snake,Homalopsidae,1442966.21200992
Homalopsis mereljcoxi,R05166,snake,Homalopsidae,10606.70439351
Homalopsis nigroventralis,R05167,snake,Homalopsidae,71439.55338020
Homalopsis semizonata,R05168,snake,Homalopsidae,44840.06108937
Homonota andicola,R06778,lizard,Phyllodactylidae,212733.70294719
Homonota borellii,R06779,lizard,Phyllodactylidae,475241.46166542
Homonota darwinii,R06780,lizard,Phyllodactylidae,656460.98217399
Homonota horrida,R10660,lizard,Phyllodactylidae,1714998.11213238
Homonota marthae,R11365,lizard,Phyllodactylidae,3133.98748728
Homonota rupicola,R06782,lizard,Phyllodactylidae,148.31873841
Homonota septentrionalis,R10661,lizard,Phyllodactylidae,5384.48697953
Homonota taragui,R06783,lizard,Phyllodactylidae,101.46427283
Homonota underwoodi,R06784,lizard,Phyllodactylidae,395354.85822031
Homonota uruguayensis,R06785,lizard,Phyllodactylidae,167814.68143238
Homonota whitii,R06786,lizard,Phyllodactylidae,84524.97281543
Homonota williamsii,R06787,lizard,Phyllodactylidae,647.31656073
Homopholis arnoldi,R04467,lizard,Gekkonidae,570936.25005988
Homopholis fasciata,R04468,lizard,Gekkonidae,1188658.64716800
Homopholis mulleri,R04469,lizard,Gekkonidae,15812.20031677
Homopholis walbergii,R04471,lizard,Gekkonidae,329989.03867861
Homopus areolatus,R10186,turtle,Testudinidae,270981.04150679
Homopus femoralis,R10188,turtle,Testudinidae,177154.96371892
Homoroselaps dorsalis,R05671,snake,Lamprophiidae,207656.64078430
Homoroselaps lacteus,R05672,snake,Lamprophiidae,636706.48298164
Hoplocephalus bitorquatus,R03490,snake,Elapidae,901341.19069933
Hoplocephalus bungaroides,R03491,snake,Elapidae,22351.44485022
Hoplocephalus stephensii,R03492,snake,Elapidae,98834.46056961
Hoplocercus spinosus,R05200,lizard,Hoplocercidae,2139549.51920416
Hoplodactylus delcourti,R02497,lizard,Diplodactylidae,9.99116483
Hoplodactylus duvaucelii,R02498,lizard,Diplodactylidae,86164.30781477
Hormonotus modestus,R05673,snake,Lamprophiidae,2852182.67793680
Hyalosaurus koellikeri,R10662,lizard,Anguidae,118269.39049400
Hydrablabes periops,R06417,snake,Natricidae,726744.14078864
Hydrablabes praefrontalis,R06418,snake,Natricidae,9.99116483
Hydraethiops laevis,R06419,snake,Natricidae,19.98232966
Hydraethiops melanogaster,R06420,snake,Natricidae,1706386.04391079
Hydrodynastes bicinctus,R03052,snake,Dipsadidae,6085792.93382094
Hydrodynastes gigas,R03053,snake,Dipsadidae,8022093.65502004
Hydrodynastes melanogigas,R03054,snake,Dipsadidae,341.28860001
Hydromedusa maximiliani,R09946,turtle,Chelidae,135823.65551082
Hydromedusa tectifera,R09947,turtle,Chelidae,1761234.33053290
Hydromorphus concolor,R03055,snake,Dipsadidae,244115.51111601
Hydromorphus dunni,R03056,snake,Dipsadidae,9.99116483
Hydrophis schistosus,R03530,snake,Elapidae,80.22193803
Hydrops caesurus,R03057,snake,Dipsadidae,450504.13936199
Hydrops martii,R03058,snake,Dipsadidae,2367328.67291620
Hydrops triangularis,R03059,snake,Dipsadidae,7391872.55397705
Hydrosaurus amboinensis,R00268,lizard,Agamidae,165540.48073476
Hydrosaurus pustulatus,R00269,lizard,Agamidae,160747.09165262
Hydrosaurus weberi,R00270,lizard,Agamidae,8146.74247588
Hypnale hypnale,R09711,snake,Viperidae,156483.54926354
Hypnale nepa,R09712,snake,Viperidae,4731.71413585
Hypnale zara,R09713,snake,Viperidae,4457.62150573
Hypoptophis wilsonii,R05674,snake,Lamprophiidae,576854.16891007
Hypsicalotes kinabaluensis,R00271,lizard,Agamidae,58.98733787
Hypsiglena affinis,R03060,snake,Dipsadidae,20841.51388249
Hypsiglena catalinae,R03061,snake,Dipsadidae,27.72831901
Hypsiglena chlorophaea,R03062,snake,Dipsadidae,1156784.11665602
Hypsiglena jani,R03063,snake,Dipsadidae,1675899.41666418
Hypsiglena ochrorhynchus,R03064,snake,Dipsadidae,305544.08117636
Hypsiglena slevini,R03065,snake,Dipsadidae,61921.68588978
Hypsiglena tanzeri,R03066,snake,Dipsadidae,14760.01688240
Hypsiglena torquata,R03067,snake,Dipsadidae,216445.54435661
Hypsiglena unaocularus,R10663,snake,Dipsadidae,32.78648114
Hypsilurus auritus,R00272,lizard,Agamidae,114339.41516116
Hypsilurus binotatus,R00273,lizard,Agamidae,347639.69912535
Hypsilurus bruijnii,R00275,lizard,Agamidae,16429.17441862
Hypsilurus capreolatus,R00276,lizard,Agamidae,2230.38697107
Hypsilurus geelvinkianus,R00278,lizard,Agamidae,115497.50725575
Hypsilurus godeffroyi,R00279,lizard,Agamidae,374.96262725
Hypsilurus hikidanus,R00280,lizard,Agamidae,195.44480100
Hypsilurus longi,R00281,lizard,Agamidae,54905.90043990
Hypsilurus macrolepis,R00282,lizard,Agamidae,15623.51313931
Hypsilurus magnus,R00283,lizard,Agamidae,355639.93949325
Hypsilurus modestus,R00284,lizard,Agamidae,653607.22754086
Hypsilurus nigrigularis,R00285,lizard,Agamidae,9.99116483
Hypsilurus ornatus,R00286,lizard,Agamidae,9.99116483
Hypsilurus papuensis,R00287,lizard,Agamidae,77835.78283301
Hypsilurus schoedei,R00288,lizard,Agamidae,451.14449340
Hypsilurus schultzewestrumi,R00289,lizard,Agamidae,39198.52096871
Hypsirhynchus ater,R03069,snake,Dipsadidae,2277.13455971
Hypsirhynchus callilaemus,R03070,snake,Dipsadidae,7811.19264174
Hypsirhynchus ferox,R03071,snake,Dipsadidae,36207.56138748
Hypsirhynchus funereus,R03072,snake,Dipsadidae,5799.29973396
Hypsirhynchus melanichnus,R03073,snake,Dipsadidae,19.98232966
Hypsirhynchus parvifrons,R03074,snake,Dipsadidae,69840.49230780
Hypsirhynchus polylepis,R03075,snake,Dipsadidae,1319.23513615
Hypsirhynchus scalaris,R03076,snake,Dipsadidae,143.04509759
Hypsiscopus matannensis,R05169,snake,Homalopsidae,5946.38314312
Hypsiscopus plumbea,R05170,snake,Homalopsidae,2044701.93731548
Ialtris agyrtes,R03077,snake,Dipsadidae,1547.94565909
Ialtris dorsalis,R03078,snake,Dipsadidae,34701.01296242
Ialtris haetianus,R03079,snake,Dipsadidae,2821.22722816
Ialtris parishi,R03080,snake,Dipsadidae,19.98232967
Iberolacerta aranica,R05394,lizard,Lacertidae,59.94725614
Iberolacerta aurelioi,R05395,lizard,Lacertidae,122.44499842
Iberolacerta bonnali,R05396,lizard,Lacertidae,1583.10255444
Iberolacerta cyreni,R05397,lizard,Lacertidae,6609.43718809
Iberolacerta galani,R05398,lizard,Lacertidae,858.85177308
Iberolacerta horvathi,R05399,lizard,Lacertidae,27101.94015246
Iberolacerta martinezricai,R05400,lizard,Lacertidae,248.02758809
Iberolacerta monticola,R05401,lizard,Lacertidae,31587.62793339
Ichnotropis bivittata,R05402,lizard,Lacertidae,1734116.61706397
Ichnotropis capensis,R05403,lizard,Lacertidae,4125085.23627760
Ichnotropis chapini,R05404,lizard,Lacertidae,1705.62712844
Ichnotropis grandiceps,R05405,lizard,Lacertidae,93114.51327549
Ichnotropis microlepidota,R05406,lizard,Lacertidae,19.98232966
Ichnotropis tanganicana,R05407,lizard,Lacertidae,19.98232966
Iguana delicatissima,R05238,lizard,Iguanidae,4509.85941870
Iguana iguana,R05239,lizard,Iguanidae,12235702.60000000
Iguanognathus werneri,R06421,snake,Natricidae,429469.63924260
Imantodes cenchoa,R03081,snake,Dipsadidae,14254307.60000000
Imantodes chocoensis,R03082,snake,Dipsadidae,5953.22612373
Imantodes gemmistratus,R03083,snake,Dipsadidae,1267109.55055155
Imantodes guane,R10664,snake,Dipsadidae,19.98232966
Imantodes inornatus,R03084,snake,Dipsadidae,581088.31375876
Imantodes lentiferus,R03085,snake,Dipsadidae,5497606.45998415
Imantodes phantasma,R03086,snake,Dipsadidae,19.98232966
Imantodes tenuissimus,R03087,snake,Dipsadidae,82267.89167887
Indotestudo elongata,R10191,turtle,Testudinidae,2558192.58184047
Indotestudo forstenii,R10192,turtle,Testudinidae,37577.84360462
Indotestudo travancorica,R10193,turtle,Testudinidae,62176.80845035
Indotyphlops ahsanai,R09227,snake,Typhlopidae,9.99116483
Indotyphlops albiceps,R09228,snake,Typhlopidae,419553.09052464
Indotyphlops braminus,R09229,snake,Typhlopidae,2972140.45718741
Indotyphlops exiguus,R09230,snake,Typhlopidae,19.98232967
Indotyphlops fletcheri,R09232,snake,Typhlopidae,9.99116483
Indotyphlops jerdoni,R09233,snake,Typhlopidae,530773.12969891
Indotyphlops lankaensis,R09235,snake,Typhlopidae,9.99116483
Indotyphlops lazelli,R09236,snake,Typhlopidae,75.94450307
Indotyphlops leucomelas,R09237,snake,Typhlopidae,2133.76749187
Indotyphlops loveridgei,R09238,snake,Typhlopidae,19.98232966
Indotyphlops madgemintonae,R09239,snake,Typhlopidae,19.98232967
Indotyphlops malcolmi,R09240,snake,Typhlopidae,9.99116483
Indotyphlops meszoelyi,R09241,snake,Typhlopidae,9.99116483
Indotyphlops ozakiae,R09242,snake,Typhlopidae,9.99116483
Indotyphlops pammeces,R09243,snake,Typhlopidae,28334.72081078
Indotyphlops porrectus,R09244,snake,Typhlopidae,958748.17374958
Indotyphlops schmutzi,R09245,snake,Typhlopidae,13798.33040537
Indotyphlops tenebrarum,R09246,snake,Typhlopidae,9.99116483
Indotyphlops tenuicollis,R09247,snake,Typhlopidae,19.98232966
Indotyphlops veddae,R09248,snake,Typhlopidae,9.99116483
Indotyphlops violaceus,R09249,snake,Typhlopidae,9.99116483
Insulasaurus arborens,R07624,lizard,Scincidae,28606.12374059
Insulasaurus traanorum,R07625,lizard,Scincidae,14.35764471
Insulasaurus victoria,R07626,lizard,Scincidae,3737.17791261
Insulasaurus wrighti,R07627,lizard,Scincidae,3284.53743920
Intellagama lesueurii,R00292,lizard,Agamidae,834290.66745012
Inyoka swazicus,R05675,snake,Lamprophiidae,80689.90595028
